ENERGY_BIN_INDEX,current_FHT,energy_FHT,error_FHT,current_PAN,energy_PAN,error_PAN,current_SPA,energy_SPA,error_SPA,current_nPKT,energy_nPKT,error_nPKT,current_PKT,energy_PKT,error_PKT
260,0.014050528,0.29592,0.0088,0.013573408762633746,0.29592,0.0089,0.014289327,0.29592,0.0087,0.016682602,0.29592,0.0081,0.017263040271445363,0.29592,0.008
261,0.014805205927819007,0.31898,0.0085,0.014269767160058983,0.31898,0.0087,0.015570324167002762,0.31898,0.0083,0.018522797,0.31898,0.0077,0.019379475400755884,0.31898,0.0075
262,0.014958925574054012,0.34383,0.0085,0.014433806782543955,0.34383,0.0086,0.015541644233005754,0.34383,0.0083,0.017886078837606286,0.34383,0.0079,0.018694997,0.34383,0.0077
263,0.012829890473740625,0.37061,0.0092,0.012278852,0.37061,0.0093,0.013406969145672035,0.37061,0.009,0.015559284,0.37061,0.0084,0.016439242,0.37061,0.0082
264,0.011304489984243743,0.39949,0.0097,0.010431803992612634,0.39949,0.0101,0.011612733274863457,0.39949,0.0096,0.013507648913971151,0.39949,0.009,0.014445326756032294,0.39949,0.0087
265,0.009032055,0.43061,0.0109,0.008577316,0.43061,0.0111,0.009464042,0.43061,0.0106,0.010939271,0.43061,0.01,0.011373249826002256,0.43061,0.0098
266,0.010201356522956352,0.46416,0.0102,0.009807013,0.46416,0.0104,0.010594931617196449,0.46416,0.0101,0.012289651717027126,0.46416,0.0094,0.01297101,0.46416,0.0092
267,0.021776349884673116,0.50032,0.0071,0.021263951063889768,0.50032,0.0072,0.022412588420456098,0.50032,0.007,0.026160539795052423,0.50032,0.0066,0.027778616071268504,0.50032,0.0064
268,0.02626206,0.5393,0.0065,0.025312861745868914,0.5393,0.0066,0.027710216228681497,0.5393,0.0063,0.032649885,0.5393,0.0059,0.033366163212283736,0.5393,0.0059
269,0.027572456545716797,0.58131,0.0064,0.026821858,0.58131,0.0064,0.029280653,0.58131,0.0062,0.033603522666033024,0.58131,0.0059,0.035751158,0.58131,0.0057
270,0.030725809,0.6266,0.0061,0.029584251915841582,0.6266,0.0061,0.032611005,0.6266,0.0059,0.037927592714770066,0.6266,0.0055,0.039659309,0.6266,0.0054
271,0.031473408,0.67542,0.006,0.030322970215781224,0.67542,0.0061,0.033082124,0.67542,0.0058,0.039374069385899456,0.67542,0.0054,0.041440225,0.67542,0.0053
272,0.033270163433214255,0.72804,0.0058,0.032496285214190415,0.72804,0.0059,0.03475984,0.72804,0.0057,0.039798628,0.72804,0.0054,0.041449945,0.72804,0.0053
273,0.032489685,0.78476,0.0059,0.030994129,0.78476,0.006,0.033631002602791664,0.78476,0.0058,0.038731591,0.78476,0.0055,0.040303347247292017,0.78476,0.0054
274,0.024482824,0.8459,0.0068,0.023440866,0.8459,0.0069,0.025334941695054895,0.8459,0.0066,0.030253130376508182,0.8459,0.0062,0.031119288383162563,0.8459,0.0061
275,0.019222155762805775,0.9118,0.0076,0.018422477603157007,0.9118,0.0077,0.020453952927991036,0.9118,0.0074,0.023893505012326656,0.9118,0.0069,0.024547863506408998,0.9118,0.0068
276,0.012209251902056437,0.98284,0.0095,0.011735252992900883,0.98284,0.0096,0.012921570262751978,0.98284,0.0092,0.015058765,0.98284,0.0086,0.016081042991652396,0.98284,0.0083
277,0.012264691774469063,1.0594,0.0094,0.011662665159951971,1.0594,0.0096,0.012654570877214985,1.0594,0.0093,0.014331447018111124,1.0594,0.0088,0.015166165097120252,1.0594,0.0085
278,0.023482745957633118,1.1419,0.0069,0.022480268264700076,1.1419,0.007,0.024339663985552065,1.1419,0.0068,0.027752096,1.1419,0.0064,0.028964453342224254,1.1419,0.0063
279,0.029819811373733317,1.2309,0.0061,0.028540494317908664,1.2309,0.0062,0.030910489,1.2309,0.006,0.035609438,1.2309,0.0057,0.036972034913857234,1.2309,0.0056
280,0.025498501318644524,1.3268,0.0066,0.024535863534025315,1.3268,0.0067,0.0260895,1.3268,0.0066,0.029863131274038418,1.3268,0.0062,0.03037961,1.3268,0.0061
281,0.031106448,1.4302,0.006,0.029987691,1.4302,0.0061,0.032385525,1.4302,0.0059,0.035928757,1.4302,0.0057,0.037390354,1.4302,0.0056
282,0.033275803,1.5416,0.0058,0.031895446596939304,1.5416,0.0059,0.034495961,1.5416,0.0058,0.038231432,1.5416,0.0055,0.039532829,1.5416,0.0054
283,0.028516974372036638,1.6617,0.0063,0.027411177,1.6617,0.0064,0.029208892779679915,1.6617,0.0062,0.032302725659641575,1.6617,0.006,0.033494082917893825,1.6617,0.0059
284,0.03490972,1.7912,0.0057,0.0346696,1.7912,0.0057,0.035969917,1.7912,0.0056,0.039664348717860794,1.7912,0.0054,0.040626986502480006,1.7912,0.0054
285,0.029580892,1.9307,0.0061,0.029001293257442162,1.9307,0.0062,0.030185450532264197,1.9307,0.0061,0.033020324008185935,1.9307,0.0059,0.034018122,1.9307,0.0058
286,0.035558798,2.0811,0.0056,0.035324438705577284,2.0811,0.0056,0.036548916,2.0811,0.0056,0.03921699,2.0811,0.0054,0.039918268133499565,2.0811,0.0054
287,0.045267016,2.2432,0.005,0.044090419,2.2432,0.0051,0.045774614655909346,2.2432,0.005,0.048999847,2.2432,0.0049,0.049221847,2.2432,0.0049
288,0.073004232,2.418,0.0041,0.072456913,2.418,0.0041,0.073242911,2.418,0.0041,0.076268944,2.418,0.004,0.076306864,2.418,0.004
289,0.049885325,2.6064,0.0048,0.048945967357469616,2.6064,0.0048,0.050497924,2.6064,0.0048,0.053357757,2.6064,0.0047,0.053650917,2.6064,0.0047
290,0.044232738204329665,2.8095,0.0051,0.044150298394053746,2.8095,0.0051,0.044590457,2.8095,0.0051,0.047450291,2.8095,0.005,0.048602768,2.8095,0.0049
291,0.038366911703736774,3.0283,0.0054,0.037835913,3.0283,0.0054,0.038562871,3.0283,0.0054,0.041316505,3.0283,0.0053,0.041753783909308013,3.0283,0.0053
292,0.033208004,3.2643,0.0058,0.032576445,3.2643,0.0058,0.03457168,3.2643,0.0057,0.036594516,3.2643,0.0056,0.037049915,3.2643,0.0056
293,0.022805707515745614,3.5186,0.0069,0.022239549,3.5186,0.007,0.022893427,3.5186,0.0069,0.024981542508355374,3.5186,0.0067,0.025717621,3.5186,0.0066
294,0.02156407,3.7927,0.0071,0.021157271,3.7927,0.0071,0.022066149217739108,3.7927,0.007,0.023626505626789664,3.7927,0.0068,0.023870345065626145,3.7927,0.0068
295,0.027417416902519587,4.0882,0.0062,0.027015297827942302,4.0882,0.0062,0.028088935357110597,4.0882,0.0062,0.029454772,4.0882,0.0061,0.029879931235375575,4.0882,0.0061
296,0.027292617,4.4067,0.0063,0.026797498,4.4067,0.0063,0.027694496264858873,4.4067,0.0062,0.029459092203879746,4.4067,0.0061,0.029284013,4.4067,0.0061
297,0.027095338,4.75,0.0063,0.027050937745921846,4.75,0.0063,0.027727736188361676,4.75,0.0063,0.028984853,4.75,0.0062,0.029446612,4.75,0.0061
298,0.026494619,5.12,0.0064,0.02623542,5.12,0.0064,0.026931178,5.12,0.0064,0.028462374497690873,5.12,0.0062,0.028575654,5.12,0.0062
299,0.025840140532408035,5.5189,0.0065,0.025225022,5.5189,0.0065,0.025875180451768395,5.5189,0.0065,0.027171177469206373,5.5189,0.0064,0.027545697,5.5189,0.0063
300,0.020541792725839607,5.9489,0.0072,0.020348713170186116,5.9489,0.0072,0.021087671469573438,5.9489,0.0071,0.022021629320195638,5.9489,0.007,0.022125309081590678,5.9489,0.007
301,0.022502228,6.4124,0.0068,0.022062549226024002,6.4124,0.0069,0.022727587695527827,6.4124,0.0068,0.024062824622660454,6.4124,0.0067,0.024182104348154283,6.4124,0.0067
302,0.022567388,6.9119,0.0068,0.022355588551633592,6.9119,0.0069,0.023039346978055965,6.9119,0.0068,0.024037504680930875,6.9119,0.0067,0.024412743817368708,6.9119,0.0066
303,0.019343955,7.4504,0.0074,0.018901396500989872,7.4504,0.0075,0.019484355159389292,7.4504,0.0074,0.020743032262714005,7.4504,0.0072,0.021006792,7.4504,0.0072
304,0.018477917,8.0309,0.0076,0.017861599,8.0309,0.0077,0.018721277,8.0309,0.0076,0.019754715,8.0309,0.0074,0.019943834101960586,8.0309,0.0074
305,0.017703559,8.6565,0.0077,0.017627599432461713,8.6565,0.0078,0.017897958810266134,8.6565,0.0078,0.018749836849783933,8.6565,0.0076,0.019031596201352852,8.6565,0.0076
306,0.017888239,9.3309,0.0077,0.017319080142477173,9.3309,0.0078,0.017953279,9.3309,0.0077,0.018856876603446406,9.3309,0.0076,0.019036756189477838,9.3309,0.0075
307,0.016725682,10.058,0.008,0.016414282224747324,10.058,0.0081,0.016950560990574206,10.058,0.008,0.017673679,10.058,0.0078,0.017876958858594683,10.058,0.0078
308,0.015896123,10.841,0.0082,0.015939683316972587,10.841,0.0082,0.015979883224457928,10.841,0.0082,0.016555881898874806,10.841,0.0081,0.017054840750588426,10.841,0.008
309,0.014568446472688902,11.686,0.0086,0.014465006710741538,11.686,0.0086,0.014732726,11.686,0.0085,0.015346404682323199,11.686,0.0084,0.015887723436551225,11.686,0.0083
310,0.014593406415246967,12.597,0.0086,0.014236047237660828,12.597,0.0087,0.014624726343168385,12.597,0.0086,0.015105565236582644,12.597,0.0085,0.015841403543150202,12.597,0.0083
311,0.014522006579564043,13.578,0.0086,0.014265327170277021,13.578,0.0087,0.014781205983051635,13.578,0.0086,0.015504804,13.578,0.0085,0.015693203884211693,13.578,0.0084
312,0.014385926892733054,14.636,0.0087,0.014176647,14.636,0.0088,0.014410766835567282,14.636,0.0087,0.014900845707716976,14.636,0.0086,0.015401004556668966,14.636,0.0085
313,0.013799128,15.776,0.009,0.014049447667094529,15.776,0.0089,0.014082447591149662,15.776,0.0089,0.014436686775916042,15.776,0.0088,0.014747126061481972,15.776,0.0087
314,0.014835445858225892,17.005,0.0087,0.014548766517979659,17.005,0.0088,0.014665046250377565,17.005,0.0088,0.015038605,17.005,0.0087,0.015571284164793456,17.005,0.0085
315,0.014560526490915672,18.33,0.0088,0.014493566645014708,18.33,0.0088,0.014764286021990642,18.33,0.0088,0.015041965,18.33,0.0087,0.015298764791959971,18.33,0.0087
316,0.014958325575434828,19.758,0.0088,0.014401886856003354,19.758,0.0089,0.014773885999897589,19.758,0.0088,0.015170365087454542,19.758,0.0088,0.015308245,19.758,0.0087
317,0.014386046892456891,21.297,0.009,0.014468246703285134,21.297,0.009,0.014847565830333415,21.297,0.0089,0.015249924904358373,21.297,0.0088,0.015379284606654497,21.297,0.0087
318,0.014108727530669931,22.956,0.0091,0.014213727289027176,22.956,0.0091,0.014254407195407867,22.956,0.0091,0.014769566009839462,22.956,0.0089,0.014863285794156042,22.956,0.0089
319,0.014078967599158393,24.745,0.0091,0.013904488000699612,24.745,0.0092,0.014228007,24.745,0.0091,0.014433806782543955,24.745,0.009,0.014669726239607203,24.745,0.009
320,0.014367807,26.673,0.0091,0.014114607517137938,26.673,0.0091,0.014571326466060987,26.673,0.009,0.015020365,26.673,0.0089,0.015141805,26.673,0.0088
321,0.015156685118937141,28.751,0.0089,0.014956045580681926,28.751,0.0089,0.015141565153733697,28.751,0.0089,0.015481044372468144,28.751,0.0088,0.015768323711333562,28.751,0.0087
322,0.015473604389590261,30.99,0.0089,0.015233124943021212,30.99,0.009,0.015621204049909585,30.99,0.0089,0.015816683600039814,30.99,0.0088,0.015731243796667977,30.99,0.0088
323,0.015267804863210064,33.405,0.009,0.015524484272497086,33.405,0.009,0.015446244452555458,33.405,0.009,0.015852683517190866,33.405,0.0089,0.016021883127800826,33.405,0.0088
324,0.015858444,36.007,0.0089,0.015733044,36.007,0.0089,0.015634764,36.007,0.0089,0.016166722794471903,36.007,0.0088,0.015926603347074367,36.007,0.0089
325,0.015908963387670352,38.813,0.0089,0.016121243,38.813,0.0089,0.016177282770169547,38.813,0.0088,0.016070363016230913,38.813,0.0088,0.016299442,38.813,0.0088
326,0.016309282,41.836,0.0088,0.016119922902175534,41.836,0.0088,0.016245682612756555,41.836,0.0088,0.016251682598948394,41.836,0.0088,0.016367362332727117,41.836,0.0087
327,0.016349722,45.096,0.0088,0.016370002326651527,45.096,0.0087,0.016519401982828405,45.096,0.0087,0.016809561315065905,45.096,0.0086,0.016629201730139122,45.096,0.0087
328,0.016394962,48.609,0.0087,0.016521681977581307,48.609,0.0087,0.016563322,48.609,0.0087,0.016494442,48.609,0.0087,0.016606641782057795,48.609,0.0087
329,0.016474522086113424,52.396,0.0087,0.016088602974254112,52.396,0.0088,0.016213402687044437,52.396,0.0088,0.016342762,52.396,0.0088,0.016508602,52.396,0.0087
330,0.016251802598672233,56.478,0.0088,0.016374442316433493,56.478,0.0088,0.016427602194093217,56.478,0.0088,0.016379242305386964,56.478,0.0088,0.016393042273628203,56.478,0.0088
331,0.016346962,60.878,0.0088,0.016178842766579427,60.878,0.0088,0.016279522534878542,60.878,0.0088,0.016440442,60.878,0.0087,0.016544841924281815,60.878,0.0087
332,0.016052003058483876,65.621,0.0088,0.016208962697262477,65.621,0.0088,0.016233082641753684,65.621,0.0088,0.016348642375808565,65.621,0.0088,0.016306402473017997,65.621,0.0088
333,0.016233442640925196,70.733,0.0088,0.015900683,70.733,0.0089,0.016219162673788607,70.733,0.0088,0.016368922329136996,70.733,0.0087,0.016314202455067393,70.733,0.0088
334,0.016154363,76.244,0.0088,0.016197082724602626,76.244,0.0088,0.016125803,76.244,0.0088,0.016139002858265594,76.244,0.0088,0.016017203,76.244,0.0088
335,0.015813683606943893,82.184,0.0089,0.015784404,82.184,0.0089,0.015697763873717494,82.184,0.0089,0.015886523,82.184,0.0089,0.015810563614124133,82.184,0.0089
336,0.015685523901886135,88.587,0.0089,0.015608004,88.587,0.0089,0.015383724596436459,88.587,0.009,0.015406044545070113,88.587,0.009,0.015495564339052404,88.587,0.009
337,0.014964445561350506,95.488,0.0091,0.014942125612716853,95.488,0.0091,0.015139045159533123,95.488,0.0091,0.015035605397585758,95.488,0.0091,0.015374844616872533,95.488,0.009
338,0.014179767367181347,102.93,0.0094,0.014199327322166751,102.93,0.0094,0.014229807252021312,102.93,0.0094,0.014317527,102.93,0.0093,0.014487566658822866,102.93,0.0093
339,0.013257089490599809,110.95,0.0097,0.013166249699655313,110.95,0.0097,0.013488328958433419,110.95,0.0096,0.013480168977212513,110.95,0.0096,0.013474048991296833,110.95,0.0096
340,0.012510811,119.59,0.01,0.012389851486430896,119.59,0.01,0.012457651330398717,119.59,0.01,0.012615330967520336,119.59,0.0099,0.012371611528407695,119.59,0.01
341,0.011152522333976756,128.91,0.0106,0.011578653353293791,128.91,0.0104,0.011441482,128.91,0.0104,0.011503353526586168,128.91,0.0104,0.011360445855468863,128.91,0.0104
342,0.01045536,138.95,0.0109,0.010367904139669515,138.95,0.0109,0.010336356212272807,138.95,0.0109,0.010413900033816178,138.95,0.0109,0.010403064,138.95,0.0109
343,0.009602222,149.77,0.0113,0.009391118,149.77,0.0114,0.009538478,149.77,0.0114,0.00954173,149.77,0.0114,0.009794881,149.77,0.0112
344,0.00886798,161.44,0.0118,0.00870958,161.44,0.0119,0.008860768,161.44,0.0118,0.008963979,161.44,0.0117,0.008926767,161.44,0.0118
345,0.008032782,174.02,0.0124,0.007942782,174.02,0.0125,0.007865982,174.02,0.0125,0.008002782,174.02,0.0124,0.007925982,174.02,0.0125
346,0.007060784,187.58,0.0132,0.007003184,187.58,0.0132,0.007037984,187.58,0.0132,0.007004384,187.58,0.0133,0.007166384,187.58,0.0131
347,0.006358785,202.19,0.0138,0.006175186,202.19,0.0141,0.006284386,202.19,0.014,0.006329985,202.19,0.0139,0.006411585,202.19,0.0138
348,0.005319588,217.94,0.0151,0.005375988,217.94,0.0151,0.005377188,217.94,0.0151,0.005369988,217.94,0.0151,0.005533187,217.94,0.0149
349,0.004816789,234.92,0.0159,0.004846789,234.92,0.0159,0.004811989,234.92,0.0159,0.004793989,234.92,0.016,0.004816789,234.92,0.0159
350,0.00438839,253.23,0.0167,0.00418799,253.23,0.0171,0.00429119,253.23,0.0168,0.00428039,253.23,0.0168,0.00422279,253.23,0.0169
351,0.003688792,272.95,0.0181,0.003745191,272.95,0.018,0.003629992,272.95,0.0183,0.003787191,272.95,0.018,0.003700791,272.95,0.0181
352,0.003301192,294.22,0.0192,0.003406792,294.22,0.0189,0.003418792,294.22,0.0189,0.003314392,294.22,0.0192,0.003299992,294.22,0.0192
353,0.002977193,317.14,0.0201,0.002966393,317.14,0.0202,0.002962793,317.14,0.0202,0.003015593,317.14,0.02,0.002891993,317.14,0.0205
354,0.002584794,341.85,0.0216,0.002605194,341.85,0.0216,0.002626794,341.85,0.0215,0.002589594,341.85,0.0217,0.002691594,341.85,0.0212
355,0.002326795,368.48,0.0227,0.002387995,368.48,0.0225,0.002276395,368.48,0.023,0.002419194,368.48,0.0224,0.002386795,368.48,0.0225
356,0.002127595,397.19,0.0238,0.002050795,397.19,0.0242,0.002109595,397.19,0.024,0.002090395,397.19,0.0241,0.002151595,397.19,0.0237
357,0.001861196,428.13,0.0255,0.001855196,428.13,0.0255,0.001855196,428.13,0.0255,0.001851596,428.13,0.0256,0.001837196,428.13,0.0257
358,0.001665596,461.49,0.027,0.001615196,461.49,0.0273,0.001616396,461.49,0.0274,0.001647596,461.49,0.0271,0.001664396,461.49,0.0269
359,0.001407597,497.44,0.0293,0.001454397,497.44,0.0288,0.001445997,497.44,0.0289,0.001343997,497.44,0.0299,0.001365597,497.44,0.0297
360,0.001250397,536.2,0.0311,0.001324797,536.2,0.0301,0.001365597,536.2,0.0297,0.001221597,536.2,0.0314,0.001262397,536.2,0.0308
361,0.001048798,577.97,0.0338,0.001138797,577.97,0.0325,0.001138797,577.97,0.0325,0.001105197,577.97,0.033,0.001129197,577.97,0.0327
362,0.000950398,623,0.0356,0.001017598,623,0.0343,0.000937198,623,0.0359,0.000896398,623,0.0367,0.000973198,623,0.0351
363,0.000809998,671.53,0.0386,0.000855598,671.53,0.0376,0.000905998,671.53,0.0364,0.000850798,671.53,0.0376,0.000855598,671.53,0.0375
364,0.000730798,723.85,0.0405,0.000771598,723.85,0.0395,0.000739198,723.85,0.0406,0.000713998,723.85,0.0411,0.000712798,723.85,0.0411
365,0.000669598,780.24,0.0424,0.000656398,780.24,0.0428,0.000645599,780.24,0.0431,0.000665998,780.24,0.0424,0.000599999,780.24,0.0447
366,0.000537599,841.03,0.0473,0.000513599,841.03,0.0483,0.000527999,841.03,0.0479,0.000515999,841.03,0.0484,0.000505199,841.03,0.049
367,0.000386399,906.55,0.0557,0.000430799,906.55,0.0531,0.000433199,906.55,0.0526,0.000441599,906.55,0.0521,0.000405599,906.55,0.0544
368,0.000376799,977.18,0.0564,0.000347999,977.18,0.0587,0.000376799,977.18,0.0564,0.000387599,977.18,0.0556,0.000356399,977.18,0.058
369,0.000289199,1053.3,0.0644,0.000272399,1053.3,0.0664,0.000277199,1053.3,0.0658,0.000296399,1053.3,0.0636,0.000322799,1053.3,0.061
370,0.000266399,1135.4,0.0671,0.000291599,1135.4,0.0644,0.000238799,1135.4,0.0709,0.000261599,1135.4,0.0677,0.000235199,1135.4,0.0714
371,0.00021,1223.8,0.0756,0.0002076,1223.8,0.076,0.0002088,1223.8,0.0758,0.0002112,1223.8,0.0754,0.000204,1223.8,0.0767
372,0.0002124,1319.2,0.0756,0.0002028,1319.2,0.0769,0.0001968,1319.2,0.0781,0.0001812,1319.2,0.0814,0.000168,1319.2,0.0845
373,0.0001296,1421.9,0.0971,0.0001632,1421.9,0.0857,0.000126,1421.9,0.0976,0.0001668,1421.9,0.0848,0.0001416,1421.9,0.0921
374,0.0001512,1532.7,0.0891,0.0001368,1532.7,0.0937,0.000144,1532.7,0.0913,0.0001416,1532.7,0.0921,0.000132,1532.7,0.0953
375,0.0001044,1652.1,0.1072,0.00012,1652.1,0.1,9.839977354621676e-05,1652.1,0.1104,0.0001068,1652.1,0.106,0.0001116,1652.1,0.1037
376,0.0001044,1780.8,0.1072,7.919981773232082e-05,1780.8,0.1231,9.119979011600579e-05,1780.8,0.1147,8.63998011625318e-05,1780.8,0.1178,0.0001008,1780.8,0.1091
377,7.439982877884684e-05,1919.6,0.127,6.839984258700434e-05,1919.6,0.1324,9.719977630784828e-05,1919.6,0.1111,7.439982877884684e-05,1919.6,0.127,8.27998094474263e-05,1919.6,0.1204
378,6.959983982537283e-05,2069.1,0.1313,6.119985915679335e-05,2069.1,0.14,6.479985087189883e-05,2069.1,0.1361,5.639987020331936e-05,2069.1,0.1459,7.559982601721531e-05,2069.1,0.126
379,3.839991162779191e-05,2230.3,0.1768,4.679989229637139e-05,2230.3,0.1601,4.07999061045289e-05,2230.3,0.1715,4.07999061045289e-05,2230.3,0.1715,4.19999033428974e-05,2230.3,0.169
380,2.159995029063295e-05,2404.1,0.2357,3.359992267431792e-05,2404.1,0.189,2.3999944767369943e-05,2404.1,0.2236,1.9199955813895954e-05,2404.1,0.25,3.4799919912686414e-05,2404.1,0.1857
381,1.4399966860421966e-05,2591.4,0.2887,2.6399939244106934e-05,2591.4,0.2132,2.6399939244106934e-05,2591.4,0.2132,1.0799975145316474e-05,2591.4,0.3333,2.159995029063295e-05,2591.4,0.2357
382,1.1999972383684972e-05,2793.3,0.3162,1.9199955813895954e-05,2793.3,0.25,1.679996133715896e-05,2793.3,0.2673,1.7999958575527458e-05,2793.3,0.2582,2.039995305226445e-05,2793.3,0.2425
383,1.3199969622053467e-05,3010.9,0.3015,1.1999972383684972e-05,3010.9,0.3162,1.5599964098790464e-05,3010.9,0.2773,1.1999972383684972e-05,3010.9,0.3162,1.9199955813895954e-05,3010.9,0.25
384,2.039995305226445e-05,3245.5,0.2425,1.9199955813895954e-05,3245.5,0.25,1.5599964098790464e-05,3245.5,0.2773,1.4399966860421966e-05,3245.5,0.2887,1.3199969622053467e-05,3245.5,0.3015
385,3.5999917151054916e-06,3498.3,0.5773,1.4399966860421966e-05,3498.3,0.2887,1.3199969622053467e-05,3498.3,0.3015,1.1999972383684972e-05,3498.3,0.3162,8.39998066857948e-06,3498.3,0.378
386,1.3199969622053467e-05,3770.9,0.3015,7.199983430210983e-06,3770.9,0.4082,8.39998066857948e-06,3770.9,0.378,8.39998066857948e-06,3770.9,0.378,1.1999972383684972e-05,3770.9,0.3162
387,1.1999972383684972e-05,4064.6,0.3162,4.7999889534739885e-06,4064.6,0.5,8.39998066857948e-06,4064.6,0.378,1.9199955813895954e-05,4064.6,0.25,1.5599964098790464e-05,4064.6,0.2773
388,7.199983430210983e-06,4381.3,0.4082,4.7999889534739885e-06,4381.3,0.5,8.39998066857948e-06,4381.3,0.378,5.999986191842486e-06,4381.3,0.4472,8.39998066857948e-06,4381.3,0.378
389,5.999986191842486e-06,4722.6,0.4472,3.5999917151054916e-06,4722.6,0.5773,5.999986191842486e-06,4722.6,0.4472,5.999986191842486e-06,4722.6,0.4472,5.999986191842486e-06,4722.6,0.4472
390,3.5999917151054916e-06,5090.6,0.5773,1.0799975145316474e-05,5090.6,0.3333,2.3999944767369942e-06,5090.6,0.7071,7.199983430210983e-06,5090.6,0.4082,5.999986191842486e-06,5090.6,0.4472
391,4.7999889534739885e-06,5487.2,0.5,2.3999944767369942e-06,5487.2,0.7071,7.199983430210983e-06,5487.2,0.4082,8.39998066857948e-06,5487.2,0.378,4.7999889534739885e-06,5487.2,0.5
392,3.5999917151054916e-06,5914.7,0.5773,4.7999889534739885e-06,5914.7,0.5,1.1999972383684971e-06,5914.7,1,1.1999972383684971e-06,5914.7,1,3.5999917151054916e-06,5914.7,0.5773
393,0,6375.5,0,3.5999917151054916e-06,6375.5,0.5773,0,6375.5,0,2.3999944767369942e-06,6375.5,0.7071,1.1999972383684971e-06,6375.5,1
394,0,6872.2,0,0,6872.2,0,1.1999972383684971e-06,6872.2,1,1.1999972383684971e-06,6872.2,1,1.1999972383684971e-06,6872.2,1
395,2.3999944767369942e-06,7407.5,0.7071,2.3999944767369942e-06,7407.5,0.7071,1.1999972383684971e-06,7407.5,1,2.3999944767369942e-06,7407.5,0.7071,1.1999972383684971e-06,7407.5,1
396,1.1999972383684971e-06,7984.6,1,1.1999972383684971e-06,7984.6,1,1.1999972383684971e-06,7984.6,1,1.1999972383684971e-06,7984.6,1,1.1999972383684971e-06,7984.6,1
397,1.1999972383684971e-06,8606.7,1,0,8606.7,0,0,8606.7,0,1.1999972383684971e-06,8606.7,1,0,8606.7,0
398,0,9277.2,0,0,9277.2,0,0,9277.2,0,0,9277.2,0,0,9277.2,0
399,0,10000,0,0,10000,0,0,10000,0,0,10000,0,0,10000,0